label	pathotype	ref_start	ref_end	qry_start	qry_end	ref_len	qry_len	identity	ref_contig	qry_contig	tier
O26H11_11368	EHEC	46950	47108	70884	70726	159	159	99.37	NC_002128.1	FM180569.1	CONSERVED
O26H11_11368	EHEC	54913	55215	27024	26722	303	303	98.35	NC_002128.1	FM180569.1	CONSERVED
O26H11_11368	EHEC	55722	55888	86156	85990	167	167	97.01	NC_002128.1	FM180569.1	CONSERVED
O26H11_11368	EHEC	63517	65582	24572	26628	2066	2057	98.06	NC_002128.1	FM180569.1	CONSERVED
O26H11_11368	EHEC	65574	66027	26809	27267	454	459	97.39	NC_002128.1	FM180569.1	CONSERVED
O26H11_11368	EHEC	66339	70045	38290	34584	3707	3707	92.13	NC_002128.1	FM180569.1	MODERATE
O26H11_11368	EHEC	71862	72066	32664	32460	205	205	90.73	NC_002128.1	FM180569.1	MODERATE
O26H11_11368	EHEC	72289	74258	32235	30263	1970	1973	92.66	NC_002128.1	FM180569.1	MODERATE
O26H11_11368	EHEC	75286	75500	23545	23331	215	215	93.95	NC_002128.1	FM180569.1	MODERATE
O26H11_11368	EHEC	76165	76526	23144	22792	362	353	90.88	NC_002128.1	FM180569.1	MODERATE
O26H11_11368	EHEC	91668	91870	1164126	1163925	203	202	92.65	NC_002128.1	FM180568.1	MODERATE
O26H11_11368	EHEC	1	5577	1	5558	5577	5558	97.17	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	5680	9928	5559	9807	4249	4249	98.31	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	9921	15838	11358	17272	5918	5915	97.96	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	15911	18278	21273	23638	2368	2366	89.15	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	25168	63153	23691	61614	37986	37924	96.86	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	64620	76060	61734	73090	11441	11357	96.18	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	76190	80465	78682	82984	4276	4303	94.84	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	81476	143049	82986	144557	61574	61572	97.53	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	143208	152328	144561	153739	9121	9179	96.02	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	152368	152532	3287145	3286988	165	158	93.33	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	152530	154206	153738	155414	1677	1677	92.19	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	161634	168855	163135	170356	7222	7222	96.39	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	168968	171587	170368	172986	2620	2619	96.11	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	171665	172080	178273	178688	416	416	93.75	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	173949	196117	180509	202636	22169	22128	97.35	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	196121	219334	202782	226002	23214	23221	98.18	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	219508	240564	226132	247195	21057	21064	98.09	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	277504	282231	247303	252030	4728	4728	96.55	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	282197	283913	252096	253812	1717	1717	96.91	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	284750	285426	254056	254732	677	677	93.35	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	286242	289840	255519	259117	3599	3599	94.14	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	290593	291221	259111	259738	629	628	98.57	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	291351	291570	259741	259960	220	220	95.45	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	291567	300076	260984	269494	8510	8511	97.24	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	300013	300230	272763	272980	218	218	93.58	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	301249	301465	2621417	2621200	217	218	94.04	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	301944	302965	2620327	2619306	1022	1022	97.75	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	303304	303359	2618944	2618889	56	56	98.21	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	303305	304381	1053133	1054186	1077	1054	97.49	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	304382	304970	2589897	2589309	589	589	99.15	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	304902	306020	2749419	2750537	1119	1119	90.91	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	305735	306190	2978400	2978854	456	455	92.98	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	306812	306988	2751380	2751557	177	178	92.13	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	306820	307256	878498	878935	437	438	84.77	NC_002695.2	FM180568.1	DIVERGED
O26H11_11368	EHEC	335242	345357	273272	283384	10116	10113	97.89	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	347800	351964	283377	287479	4165	4103	96.21	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	352807	358142	289901	295239	5336	5339	93.39	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	358305	367788	295400	304884	9484	9485	97.59	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	367956	368187	304884	305117	232	234	93.16	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	373135	379203	305115	311181	6069	6067	96.39	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	383848	391521	312006	319669	7674	7664	95.1	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	391440	394161	319402	322124	2722	2723	94.79	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	399423	400866	322280	323704	1444	1425	96.4	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	401702	410923	323705	332931	9222	9227	96.35	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	411573	414556	332938	335910	2984	2973	96.58	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	417961	424422	335854	342315	6462	6462	97.55	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	434906	438072	342317	345484	3167	3168	96.84	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	446097	452017	345560	351410	5921	5851	93.82	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	452357	468383	351733	367759	16027	16027	96.91	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	470323	470692	367765	368131	370	367	97.57	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	471055	486314	368122	383375	15260	15254	97.66	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	487974	488549	383386	383961	576	576	94.1	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	488567	494107	384105	389645	5541	5541	98.3	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	494795	495214	389707	390126	420	420	97.14	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	495353	501356	390126	396129	6004	6004	97.47	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	503344	542018	396194	434871	38675	38678	97.92	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	542039	555964	436449	450375	13926	13927	98.15	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	556022	574349	450603	468936	18328	18334	97.55	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	574527	579586	468957	474017	5060	5061	97.33	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	605061	605564	474019	474521	504	503	94.84	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	605574	616631	475333	486284	11058	10952	95.89	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	622724	635578	488093	501032	12855	12940	96.26	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	635700	643965	501055	509315	8266	8261	96.98	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	643966	650278	509416	515727	6313	6312	97.36	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	657079	657261	515810	515992	183	183	93.99	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	658249	664478	519549	525778	6230	6230	97.87	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	676008	690592	525805	540505	14585	14701	96.63	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	690627	713491	540037	562901	22865	22865	96.25	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	713650	718080	562991	567421	4431	4431	96.1	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	718196	723239	567537	572618	5044	5082	92.13	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	724855	737481	572897	585524	12627	12628	97.88	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	738012	741808	586042	589837	3797	3796	97.87	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	742212	742365	589844	589997	154	154	94.16	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	742561	756861	589989	604288	14301	14300	98.13	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	764838	769353	604332	608847	4516	4516	96.59	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	769508	776668	611072	618232	7161	7161	97.29	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	776704	785994	618156	627447	9291	9292	97.27	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	786033	787790	636571	638328	1758	1758	98.01	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	787931	798929	638331	649330	10999	11000	96.78	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	799475	807820	649783	658128	8346	8346	96.12	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	815610	817547	658139	660076	1938	1938	93.19	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	817674	824958	660096	667382	7285	7287	94.95	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	829849	841617	667529	679308	11769	11780	97.65	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	852654	865457	682082	694900	12804	12819	98.36	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	865531	865672	694876	695017	142	142	99.3	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	865655	892762	695374	722461	27108	27088	97.37	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	896028	896339	735481	735792	312	312	96.79	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	896047	896399	1056492	1056844	353	353	96.88	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	897663	901509	737594	741439	3847	3846	99.38	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	900081	902976	1059115	1062010	2896	2896	98.45	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	902951	903011	1294499	1294558	61	60	90.16	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	903218	921128	1062774	1080668	17911	17895	96.68	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	917872	924512	1301000	1307642	6641	6643	93.51	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	924328	926728	1085060	1087449	2401	2390	98.83	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	927412	928481	767586	768655	1070	1070	91.97	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	928198	929640	1087448	1088890	1443	1443	99.03	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	929505	930276	771572	772344	772	773	96.12	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	930280	937927	773639	781286	7648	7648	96.06	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	938077	954608	781283	797806	16532	16524	96.98	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	957416	975316	798247	816140	17901	17894	97.39	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	975311	981946	816847	823482	6636	6636	97.59	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	983471	988583	823622	828734	5113	5113	96.48	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	988687	1000997	828735	841044	12311	12310	97.64	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1001994	1013277	841087	852371	11284	11285	98.38	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1013252	1024923	886489	898159	11672	11671	97.58	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1028442	1033041	898198	902732	4600	4535	95.54	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1035651	1046072	902827	913246	10422	10420	96.34	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1046111	1046384	913570	913296	274	275	90.58	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1046425	1056850	913627	924050	10426	10424	97.64	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1056916	1076564	924234	943962	19649	19729	97.42	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1076632	1078184	943949	945500	1553	1552	98.84	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1079942	1122708	945505	988251	42767	42747	97.39	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1122773	1127047	988479	992753	4275	4275	95.44	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1134140	1137154	992829	995842	3015	3014	97.48	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1137300	1161156	995842	1019699	23857	23858	98.1	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1166898	1167215	1273309	1273627	318	319	94.36	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1172536	1172922	1435691	1436076	387	386	88.89	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1174465	1174680	1281208	1281422	216	215	91.24	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1179416	1179796	1442727	1443099	381	373	91.08	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1179789	1182024	1444650	1446885	2236	2236	94.77	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1184155	1184670	1449290	1448775	516	516	93.41	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1186696	1187388	745964	746656	693	693	98.56	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1189827	1195947	746649	752769	6121	6121	98.06	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1195938	1198506	755272	757840	2569	2569	94.32	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1210854	1234702	1019604	1043450	23849	23847	97.53	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1234689	1241024	1088951	1095284	6336	6334	96.88	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1240899	1242434	1095363	1096895	1536	1533	96.43	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1243695	1245336	1096896	1098527	1642	1632	93.73	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1245344	1246166	1100094	1100916	823	823	98.91	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1248216	1248610	722367	722761	395	395	94.94	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1250259	1250789	724146	724677	531	532	99.44	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1254116	1254715	727653	728250	600	598	98.67	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1254969	1255727	1050076	1050839	759	764	94.24	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1257056	1258518	1051773	1053234	1463	1462	96.45	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1261240	1261316	734993	735069	77	77	100.0	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1262161	1263299	1055549	1056687	1139	1139	95.08	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1264357	1264465	1056820	1056929	109	110	87.39	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1264579	1265107	1057043	1057571	529	529	90.57	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1286441	1287245	1471645	1472452	805	808	95.92	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1287237	1287418	1472618	1472799	182	182	93.96	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1292449	1292800	1902524	1902874	352	351	82.35	NC_002695.2	FM180568.1	DIVERGED
O26H11_11368	EHEC	1306263	1306494	722723	722954	232	232	94.4	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1308858	1321776	1100900	1113885	12919	12986	96.62	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1324348	1329192	1114003	1118854	4845	4852	96.5	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1370537	1371963	1120092	1121517	1427	1426	97.9	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1377884	1378803	1126461	1127380	920	920	91.54	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1378939	1379301	1127501	1127845	363	345	85.4	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1384474	1384837	79778	80141	364	364	99.45	NC_002695.2	FM180569.1	CONSERVED
O26H11_11368	EHEC	1385040	1385276	1128394	1128158	237	237	98.73	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1385469	1385770	1128156	1127856	302	301	96.69	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1424638	1424959	1149887	1149564	322	324	91.98	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1430290	1430755	1128542	1129007	466	466	89.06	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1441126	1441466	14190	14518	341	329	95.01	NC_002695.2	FM180569.1	CONSERVED
O26H11_11368	EHEC	1441465	1441725	1146149	1145889	261	261	100.0	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1441725	1442307	3364103	3364685	583	583	91.77	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1442945	1444257	1168871	1170182	1313	1312	94.22	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1444997	1445998	1170384	1171385	1002	1002	89.67	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1447147	1493844	1171379	1218074	46698	46696	98.38	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1493949	1500313	1218213	1224577	6365	6365	97.58	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1500377	1539657	1225459	1264733	39281	39275	97.86	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1539683	1543582	1266045	1269944	3900	3900	98.69	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1550031	1550388	724179	723822	358	358	95.25	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1560040	1560948	1448833	1449741	909	909	88.42	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1560771	1560950	1295225	1295404	180	180	93.89	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1586167	1586387	1149881	1150099	221	219	95.02	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1586184	1586496	1307648	1307960	313	313	97.44	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1587200	1587515	769720	769406	316	315	93.99	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1589999	1594719	1308726	1313446	4721	4721	98.39	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1610171	1618287	1313437	1321555	8117	8119	97.5	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1620180	1621616	1053660	1055096	1437	1437	94.99	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1627037	1627422	2611420	2611035	386	386	84.97	NC_002695.2	FM180568.1	DIVERGED
O26H11_11368	EHEC	1629621	1630076	745788	746243	456	456	96.49	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1640608	1644991	756921	761316	4384	4396	93.78	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1652593	1653130	1307951	1308488	538	538	95.91	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1655939	1656731	516998	517789	793	792	97.35	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1661165	1662383	517789	519006	1219	1218	96.88	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1665188	1671431	1330832	1337074	6244	6243	97.98	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1672179	1681613	1337125	1346523	9435	9399	97.65	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1681991	1685601	1346566	1350175	3611	3610	97.78	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1686912	1700265	1350173	1363542	13354	13370	97.47	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1702738	1715575	1365745	1378582	12838	12838	97.52	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1715639	1731886	1378111	1394360	16248	16250	97.9	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1732420	1732519	1401364	1401464	100	101	99.01	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1732719	1739596	1401369	1408227	6878	6859	98.33	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1739585	1762521	1409372	1432394	22937	23023	97.48	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1764586	1766951	1274352	1276703	2366	2352	96.11	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1769436	1771180	1282518	1284252	1745	1735	86.8	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1772540	1774154	1285699	1287313	1615	1615	87.83	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1774825	1777092	1445009	1447277	2268	2269	93.22	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1796893	1800718	1468614	1472403	3826	3790	94.41	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1801373	1807304	1473278	1479197	5932	5920	96.81	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1809747	1810188	1479190	1479631	442	442	99.55	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1814776	1815722	1479631	1480577	947	947	99.37	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1817572	1826732	1483005	1492159	9161	9155	96.42	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1826732	1847784	1492459	1513518	21053	21060	97.67	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1847779	1859864	1514224	1526314	12086	12091	98.16	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1859857	1865975	1527865	1533979	6119	6115	97.27	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1874698	1887923	1533976	1547205	13226	13230	95.74	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1887914	1899478	1548755	1560261	11565	11507	96.48	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1900375	1908632	1560278	1568536	8258	8259	98.12	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1915139	1915466	1568675	1569003	328	329	84.55	NC_002695.2	FM180568.1	DIVERGED
O26H11_11368	EHEC	1915578	1921840	1572603	1578777	6263	6175	96.36	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1932944	1933366	1435701	1436123	423	423	86.52	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1942140	1943989	741422	743271	1850	1850	99.19	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1966031	1966755	1079952	1080675	725	724	89.24	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1967221	1970218	1081359	1084357	2998	2999	94.07	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1972773	1983840	1580746	1591832	11068	11087	96.5	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	1989961	1990986	1592954	1593967	1026	1014	93.66	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	1998222	2002987	1595638	1600403	4766	4766	95.55	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2004810	2009790	1600550	1605525	4981	4976	96.95	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2009788	2009978	1611143	1611333	191	191	97.91	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2011312	2025141	1611334	1625162	13830	13829	97.95	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2025786	2034994	1625218	1634426	9209	9209	97.21	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2036327	2036475	1634427	1634575	149	149	94.63	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	2036782	2042032	1634576	1639824	5251	5249	96.44	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2052336	2055561	1644871	1648102	3226	3232	94.06	NC_002695.2	FM180568.1	MODERATE
O26H11_11368	EHEC	2055674	2063619	1648215	1656179	7946	7965	95.52	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2067770	2073606	1656189	1662025	5837	5837	98.05	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2073751	2074067	1661992	1662309	317	318	96.23	NC_002695.2	FM180568.1	CONSERVED
O26H11_11368	EHEC	2074171	2078480	1662731	1667039	4310	4309	97.38	NC_002695.2	FM180568.1	CONSERVED
